	Iozone: Performance Test of File I/O
	        Version $Revision: 3.420 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa.

	Run began: Fri Oct  4 15:11:13 2013

	Auto Mode
	Command line used: iozone -a
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
          131072    2048  825484 1941119  3880735  4104345 4539129 2598681 4449453  3483263  4073327  1676177  1602133 3340258  3726177
          131072    4096  998735 1721096  3947699  3475973 3948436 2283401 3480771  2674224  3374830  1800088  1461242 3188879  3257661
          131072    8192 1042620 1731057  3378584  2460100 3334990 1398041 3243879  2101490  2530058  1395316  1268124 3676956  3693930
          131072   16384  947120 1914746  2747957  2628803 2762608 1914012 1265552  2103613  2562405  1621096  1712641 1096809  4116454
          262144      64  116272   75784  3801003  4810081 3868199   55412 1946697  6123134  5461219   100837   105258 3912020  4181800
          262144     128  106222   94218  4166240  4600778 5502598   69292 1804765  7907834  4206631   124594    81670 4497480  3966838
          262144     256  107821   92473  4057271  4584683 5050562   68325 3628394  3988494  5467030    82743   102861 4435449  4391532
          262144     512   97510   86946  4016175  4608086 2761240   90683 4383304  6948037  4287467    85307    99344 4254206  4650733
          262144    1024   81807  114359  4433643  4068531 4564508  101218 4136849  6434867  4548364   115849   112293 4146662  4400972
          262144    2048  119999   80082  2528177  2720103 2735540   97467 3727501  1953163  3559617   115269    84908 4120539  4096574
          262144    4096  120373   75893  3766923  3878487 3893195  127242 3332622  2738251  3614688   123814   119542 3590478  3548725
          262144    8192  103093  100939  3440749  3396785 3991289  125055 1684254  2485907  3563377   124955   105638 3525852  3798363
